10000,76.82,291.764,303.381,126.243,173.07,146.755,380.025,115.994,52.049,140.888,109.151,293.104,73.045,446.702,61.597,161.114,176.212,70.838,155.597,363.389,110.071,122.537,150.076,317.383,238.223,70.229,150.608,173.06,204.863,160.862,347.273,178.107,325.674,88.728,143.177,146.935,142.043,157.026,66.925,215.403,163.627,93.156,287.323,255.131,471.838,298.176,201.881,305.259,133.295,68.963,409.928,262.745,322.717,169.273,99.463,62.993,143.032,319.304,199.717,359.889,113.887,489.434,102.379,210.518,68.619,50.237,74.893,322.968,135.294,104.696,376.474,194.13,310.141,169.77,294.271,199.661,208.391,278.275,197.822,75.531,245.865,288.859,467.01,173.803,79.631,80.126,349.706,313.518,320.972,107.283,62.183,170.6,174.59,393.138,210.287,71.239,124.033,47.193,239.191,337.974,220.856,123.612,66.97,116.968,110.058,68.425,215.862,54.835,60.323,93.9,129.683,84.386,270.479,55.716,119.08,110.931,57.477,89.818,58.714,144.489,53.382,189.224,121.278,46.201,75.566,98.921,360.029,184.841,69.665,134.911,254.375,49.266,65.079,161.546,121.055,375.207,114.515,256.172,268.84,378.292,103.988,50.175,137.293,203.199,312.97,73.609,94.275,126.44,78.799,99.745,267.562,183.611,377.801,174.323,382.044,105.344,134.985,107.869,68.282,57.268,114.514,177.387,228.571,64.853,120.341,62.822,382.305,262.646,59.112,117.623,103.2,109.429
79.759,10000,231.053,242.67,101.102,112.359,117.925,379.84,55.283,127.874,116.933,84.01,232.393,14.99,446.517,30.453,100.403,178.291,11.523,94.886,363.204,120.354,90.973,124.935,256.672,240.302,51.048,89.897,112.349,144.152,100.151,286.562,117.396,264.963,18.934,82.466,86.224,81.332,96.315,41.784,217.482,102.916,68.015,226.612,257.21,471.653,237.465,141.17,244.548,108.154,46.603,409.743,264.824,262.006,108.562,38.752,18.466,82.321,258.593,139.006,299.178,53.176,428.723,41.668,212.597,65.91,126.062,25.756,262.257,74.583,79.555,376.289,133.419,249.43,109.059,233.56,138.95,147.68,217.564,137.111,17.476,185.154,290.938,442.151,113.092,10.563,54.985,288.995,313.333,260.261,46.572,37.042,109.889,113.879,392.953,149.576,133.306,63.322,54.328,178.48,337.789,160.145,62.901,71.175,56.257,82.663,24.03,155.151,45.631,47.01,68.759,68.972,14.592,209.768,42.373,58.369,85.79,26.49,32.136,29.447,119.348,38.514,164.083,60.567,36.339,53.206,38.21,359.844,124.13,43.45,74.2,193.664,35.953,42.719,100.835,60.344,375.022,53.804,195.461,270.919,378.107,78.847,31.05,76.582,142.488,252.259,16.975,33.564,65.729,29.662,74.604,269.641,122.9,377.616,176.402,381.859,44.633,74.274,47.158,130.349,42.441,53.803,116.676,167.86,39.862,59.63,30.14,382.12,264.725,37.471,56.912,76.828,48.718
291.168,230.779,10000,81.352,228.185,167.961,173.527,187.168,185.33,339.283,172.535,212.895,72.966,236.207,202.709,252.462,146.118,201.674,232.74,156.879,113.082,306.808,173.812,247.235,75.818,124.311,256.981,168.475,167.951,160.053,148.944,92.544,162.471,47.967,211.844,183.84,148.217,167.073,141.667,247.717,153.531,158.518,214.552,102.711,107.935,278.981,69.369,178.703,19.913,230.454,248.391,165.935,105.24,57.114,143.758,205.315,243.535,160.899,69.011,176.539,74.543,201.347,240.191,208.231,152.331,271.843,337.471,218.135,70.433,175.957,208.44,183.617,170.952,24.795,130.367,78.888,176.483,83.969,114.251,93.948,238.693,120.2,124.312,223.017,150.625,234.393,221.368,64.36,133.563,63.314,194.761,238.853,154.964,150.209,200.281,93.609,344.717,179.404,260.261,147.797,145.117,197.678,174.091,277.108,194.255,195.303,225.818,192.684,251.564,251.064,202.956,173.3,217.875,41.672,244.161,196.367,214.675,236.551,205.471,233.392,241.648,240.302,193.027,208.738,247.6,254.994,198.437,118.749,159.591,245.238,159.941,102.259,244.901,244.507,145.91,187.161,182.35,183.248,104.056,104.293,185.435,200.703,242.311,187.529,89.058,66.633,225.554,200.127,203.727,215.881,202.893,105.045,160.433,184.944,192.899,189.187,189.709,194.3,186.916,336.282,248.374,191.801,154.209,172.278,241.65,199.149,231.928,189.448,102.916,239.259,186.959,194.711,192.374
302.785,242.396,81.41,10000,239.802,179.578,185.144,197.304,196.947,350.9,184.152,224.512,133.446,247.824,212.845,264.079,157.735,262.154,244.357,168.496,123.218,337.904,185.429,258.852,136.298,184.791,268.598,180.092,179.568,153.805,160.561,153.024,174.088,108.447,223.461,195.457,159.834,178.69,153.284,259.334,214.011,170.135,226.169,87.722,168.415,289.117,10.401,167.433,61.843,242.071,260.008,176.071,165.72,24.714,155.375,216.932,255.152,172.516,21.301,159.713,84.679,212.964,191.431,219.848,212.811,283.46,349.088,229.752,130.913,187.574,220.057,193.753,163.461,59.807,141.984,139.368,188.1,95.586,101.733,105.565,250.31,113.952,184.792,204.859,162.242,246.01,232.985,74.496,176.642,22.969,206.378,250.47,166.581,161.826,210.417,105.226,350.856,191.021,271.878,141.549,155.253,186.408,185.708,288.725,205.872,206.92,237.435,181.414,263.181,262.681,214.573,184.917,229.492,35.424,255.778,207.984,226.292,248.168,217.088,245.009,253.265,251.919,253.507,220.355,259.217,266.611,210.054,128.885,171.208,256.855,171.558,96.011,256.518,256.124,157.527,198.778,192.486,194.865,97.808,164.773,195.571,212.32,253.928,199.146,100.675,14.967,237.171,211.744,215.344,227.498,214.51,165.525,172.05,195.08,253.379,199.323,201.326,205.917,198.533,347.899,259.991,203.418,165.826,166.03,253.267,210.766,243.545,199.584,163.396,250.876,198.576,206.328,203.991
126.318,98.22,228.428,240.045,10000,74.572,78.098,316.177,73.442,177.836,72.231,23.698,172.659,91.571,382.854,78.131,97.778,97.702,92.238,92.261,299.541,128.931,53.88,19.739,182.328,131.142,82.65,81.497,75.991,141.527,97.526,212.218,114.771,212.125,90.69,48.211,83.599,78.707,93.69,73.386,151.555,68.402,55.566,223.987,191.283,407.99,234.84,138.545,241.923,30.061,127.237,346.08,198.897,259.381,105.937,84.161,97.921,79.696,255.968,136.381,296.553,57.281,420.336,61.728,146.67,97.512,199.929,96.981,187.913,53.152,23.116,312.626,130.794,246.805,106.434,166.737,136.325,145.055,214.939,134.486,88.362,182.529,225.011,403.162,110.467,100.126,71.889,286.37,249.67,257.636,73.607,64.522,107.264,111.254,329.29,146.951,164.908,55.675,85.93,175.855,274.126,157.52,70.018,102.777,58.931,41.401,104.664,152.526,77.233,129.91,32.343,69.227,96.721,207.143,123.007,52.703,15.848,115.397,84.317,112.238,20.868,119.148,64.015,48.868,115.794,133.84,77.283,296.181,121.505,124.084,71.575,191.039,123.747,123.353,98.21,78.264,311.359,71.963,192.836,204.992,314.444,38.594,110.505,39.431,139.863,249.634,104.4,78.973,49.613,94.727,29.416,203.714,120.275,313.953,110.475,318.196,68.555,41.503,65.317,161.951,74.043,59.838,114.051,165.235,120.496,77.55,110.774,318.457,198.798,118.105,75.071,34.543,70.775
172.26,111.871,167.899,179.516,74.466,10000,7.922,282.151,66.422,194.73,6.635,59.176,134.704,108.465,348.828,95.025,46.078,138.088,109.132,44.237,265.515,168.85,21.83,65.253,158.983,134.171,99.544,22.904,5.318,104.516,60.515,188.873,77.76,167.274,92.936,29.747,46.588,29.523,56.679,90.28,191.941,13.975,63.956,163.458,190.016,373.964,174.311,101.534,181.394,48.472,129.483,312.054,187.321,198.852,68.926,86.407,124.627,29.915,195.439,99.37,236.024,65.671,365.569,70.118,187.056,114.406,218.563,99.227,164.568,37.9,54.721,278.6,93.783,186.276,59.638,135.871,99.314,84.526,154.41,73.957,105.256,145.518,206.393,369.136,73.456,115.485,88.783,225.841,215.644,197.107,75.853,81.416,70.253,74.243,295.264,86.422,181.802,50.907,102.824,138.844,240.1,120.509,55.183,119.671,63.842,41.584,106.91,115.515,94.127,132.156,49.237,54.392,98.967,146.614,125.253,57.614,60.956,117.643,86.563,114.484,59.666,121.394,98.001,57.258,128.692,136.086,79.529,262.155,84.494,126.33,34.824,130.51,125.993,125.599,61.199,68.253,277.333,64.34,132.307,186.374,280.418,46.984,123.403,43.347,79.334,189.105,106.646,81.219,54.524,96.973,49.174,187.126,83.264,279.927,150.861,284.17,70.801,46.414,68.008,178.845,90.937,64.749,77.04,128.224,122.742,80.241,113.02,284.431,184.997,120.351,68.051,40.992,73.466
146.804,118.128,173.413,185.03,78.058,7.988,10000,281.797,71.936,198.322,10.227,62.768,134.35,112.057,348.474,98.617,51.592,126.544,112.724,49.751,265.161,172.442,25.422,68.845,158.629,129.027,103.136,28.418,5.575,110.03,66.029,188.519,83.274,166.92,99.193,33.339,52.102,35.037,62.193,93.872,180.397,20.316,67.548,168.972,189.662,373.61,179.825,107.048,186.908,52.064,135.74,311.7,186.967,204.366,74.44,92.664,118.407,35.429,200.953,104.884,241.538,69.263,371.083,73.71,175.512,117.998,224.82,105.484,164.214,41.492,58.313,278.246,99.297,191.79,65.152,135.517,104.828,90.04,159.924,79.471,108.848,151.032,206.039,368.782,78.97,121.742,92.375,231.355,215.29,202.621,82.11,85.008,75.767,79.757,294.91,91.936,185.394,54.499,106.416,144.358,239.746,126.023,60.697,123.263,67.434,45.176,113.167,121.029,97.719,138.413,52.829,59.906,105.224,152.128,131.51,61.206,64.548,123.9,92.82,120.741,63.258,127.651,92.857,60.85,134.949,142.343,85.786,261.801,90.008,132.587,40.338,136.024,132.25,131.856,66.713,73.767,276.979,69.854,137.821,186.02,280.064,50.576,129.66,46.939,84.848,194.619,112.903,87.476,58.116,103.23,52.766,186.772,88.778,279.573,139.317,283.816,77.058,50.006,73.82,182.437,94.529,68.341,82.554,133.738,128.999,86.053,119.277,284.077,184.643,126.608,73.565,44.584,79.278
380.377,379.563,172.51,197.296,316.586,282.225,281.805,10000,334.114,386.113,284.35,337.107,152.209,372.867,158.49,359.427,294.902,218.889,373.534,305.663,75.177,324.023,322.596,301.675,126.972,168.577,342.12,317.259,276.84,330.469,297.728,102.745,311.255,156.769,360.628,332.624,297.001,315.857,290.451,340.671,170.746,307.302,363.336,251.376,125.15,112.455,202.319,327.487,152.943,308.668,397.175,121.716,122.455,173.058,292.542,354.099,392.319,309.683,184.955,325.323,136.441,350.131,195.972,357.015,169.546,320.096,408.206,366.919,132.557,324.741,336.525,12.171,319.736,165.615,279.151,146.287,325.267,240.517,265.387,242.732,369.658,304.442,138.952,178.798,299.409,383.177,370.152,123.92,71.102,179.258,343.545,350.071,303.748,298.993,33.755,230.398,361.932,328.188,334.136,332.039,42.382,346.462,322.875,320.573,343.039,344.087,374.602,341.468,347.761,399.848,351.74,322.084,366.659,227.342,392.945,345.151,329.257,385.335,354.255,382.176,297.676,389.086,254.159,357.522,396.384,403.778,347.221,71.817,308.375,394.022,308.725,286.501,393.685,393.291,294.694,335.945,5.21,332.032,288.298,118.933,18.909,349.487,391.095,336.313,237.842,182.577,374.338,348.911,352.511,364.665,351.677,122.26,309.217,18.418,210.114,22.661,338.493,343.084,335.7,367.74,346.203,340.585,302.993,354.177,390.434,347.933,380.712,22.922,120.131,388.043,335.743,343.495,341.158
115.059,54.67,184.337,195.954,72.191,65.643,71.209,333.124,10000,163.174,70.217,56.365,185.677,60.098,399.801,76.353,53.687,164.076,56.631,48.17,316.488,150.178,44.257,91.241,209.956,197.516,80.872,43.181,65.633,97.436,53.435,239.846,70.68,218.247,35.735,35.75,39.508,34.616,49.599,71.608,217.929,56.2,38.443,179.896,240.989,424.937,190.749,94.454,197.832,74.46,72.282,363.027,238.294,215.29,61.846,29.206,67.426,35.605,211.877,92.29,252.462,25.238,382.007,32.122,213.044,95.734,161.362,42.026,215.541,27.867,51.91,329.573,86.703,202.714,62.343,186.844,92.234,100.964,170.848,90.395,62.584,138.438,257.366,395.435,66.376,58.284,45.259,242.279,266.617,213.545,18.652,62.744,63.173,67.163,346.237,102.86,163.13,16.606,84.152,131.764,291.073,113.429,16.185,100.999,18.146,44.552,49.709,108.435,75.455,74.955,46.426,22.256,41.766,163.052,68.052,20.258,58.145,60.442,29.362,57.283,85.654,64.193,130.389,32.629,71.491,78.885,22.328,313.128,77.414,69.129,27.484,146.948,68.792,68.398,54.119,16.092,328.306,6.672,148.745,237.347,331.391,41.838,66.202,32.393,95.772,205.543,49.445,24.018,27.618,39.772,46.363,238.099,76.184,330.9,176.849,335.143,13.6,36.163,10.807,160.173,72.265,15.692,69.96,121.144,65.541,19.745,55.819,335.404,235.97,63.15,9.063,38.717,12.97
52.038,124.924,339.868,351.485,177.75,194.736,198.262,385.686,164.098,10000,192.395,160.658,285.401,121.149,452.363,121.635,209.218,181.873,118.942,203.701,369.05,62.937,174.044,171.271,295.339,243.884,121.736,198.712,196.155,252.967,208.966,325.229,226.211,325.136,136.832,168.375,195.039,190.147,205.13,118.432,221.064,188.566,144.663,335.427,260.792,477.499,346.28,249.985,353.363,184.802,117.067,415.589,268.406,370.821,217.377,149.698,111.097,191.136,367.408,247.821,407.993,161.991,489.845,150.483,216.179,113.263,27.062,122.997,300.924,183.398,156.203,382.135,242.234,358.245,217.874,279.479,247.765,256.495,326.379,245.926,123.635,293.969,294.52,472.671,221.907,127.735,131.633,397.81,319.179,369.076,155.387,113.69,218.704,222.694,398.799,258.391,24.105,172.137,92.051,287.295,343.635,268.96,171.716,111.614,165.072,161.565,116.529,263.966,104.324,108.427,145.407,177.787,132.49,318.583,103.82,167.184,162.438,105.581,137.922,106.818,195.996,101.486,175.669,157.9,94.305,123.67,147.025,365.69,232.945,117.769,183.015,302.479,97.37,113.183,209.65,169.159,380.868,162.619,304.276,274.501,383.953,155.495,98.279,159.595,251.303,361.074,121.713,142.379,174.544,126.903,151.252,273.223,231.715,383.462,179.984,387.705,153.448,161.046,155.973,21.148,108.775,162.618,225.491,276.675,112.957,168.445,110.926,387.966,268.307,107.216,165.727,154.707,157.533
