4.57,4.33,3.47,5.77,3.61,8.75,10.34,7.44,3.04,6.64,6.6,1.66,5.95,7.7,5.56,12.3,2.36,9.57,6.63,9.62,11.82,8.15,8.49,6.95,2.24,10.61,11.9,8.57,7.21,8.22,6.46,7.79,6.04,1.2,9.63,0.0,8.61,11.29,11.5,10.92,8.97,4.73,5.82,2.81,5.87
5.04,11.87,8.44,10.14,6.41,4.9,2.24,6.24,7.53,5.84,3.76,10.01,5.16,5.52,4.01,3.95,6.93,4.73,3.78,1.52,3.48,2.27,3.48,4.95,9.76,2.27,3.79,5.55,4.52,2.58,2.62,1.79,5.25,7.68,4.15,8.61,0.0,2.68,2.9,3.72,3.37,9.46,10.3,12.21,12.97
7.72,14.52,11.09,12.82,9.09,7.56,3.15,8.89,10.21,5.62,6.44,12.69,7.84,4.89,6.69,2.15,9.61,7.38,6.46,4.2,1.49,4.95,3.36,7.6,12.41,4.93,2.68,3.75,4.41,5.26,5.3,4.47,5.63,10.36,2.35,11.29,2.68,0.0,1.56,1.34,2.02,7.67,8.52,10.43,11.18
7.94,14.74,11.31,13.03,9.31,7.77,4.42,9.11,10.43,5.14,6.65,12.91,6.29,4.41,6.91,1.35,9.82,7.59,6.67,4.41,1.88,5.17,2.89,7.82,12.62,5.14,3.09,3.27,3.93,5.48,5.51,3.39,5.15,10.58,1.87,11.5,2.9,1.56,0.0,2.59,2.24,8.33,9.18,11.09,11.84
7.35,14.31,10.88,12.45,8.72,7.34,1.75,8.68,9.84,6.65,6.07,12.32,7.47,5.93,6.32,3.18,9.24,7.16,6.09,2.42,1.97,4.58,4.4,7.39,12.19,4.03,1.66,4.78,5.44,4.89,4.93,4.1,6.67,10.0,3.38,10.92,3.72,1.34,2.59,0.0,3.06,7.52,9.56,10.28,11.03
5.41,11.97,8.54,10.5,6.78,6.62,3.72,7.95,7.89,4.57,4.12,10.38,5.53,4.36,4.38,2.84,7.29,6.44,4.14,3.0,2.98,2.64,2.32,6.66,9.08,3.99,3.51,4.44,3.36,2.95,2.98,2.15,5.62,8.05,1.91,8.97,3.37,2.02,2.24,3.06,0.0,5.67,6.27,8.43,9.18
5.51,6.93,5.92,6.26,2.53,7.69,6.97,6.39,3.65,3.26,3.22,6.13,2.58,4.33,2.18,8.93,3.05,8.51,4.83,6.25,8.45,4.77,5.12,5.89,4.84,7.24,8.53,5.19,3.84,4.85,3.09,4.42,2.67,3.8,6.25,4.73,9.46,7.67,8.33,7.52,5.67,0.0,5.8,4.12,4.87
3.26,5.74,2.32,10.11,6.69,2.97,8.07,1.66,6.65,7.71,3.15,7.75,7.02,8.77,5.19,9.77,5.24,3.79,3.17,6.17,9.3,5.38,6.72,1.17,3.63,6.06,10.01,9.64,8.28,4.69,4.7,5.02,7.11,4.69,6.85,5.82,10.3,8.52,9.18,9.56,6.27,5.8,0.0,6.47,8.69
3.95,5.01,4.16,5.15,2.99,8.29,9.73,7.0,1.91,6.02,5.98,4.22,5.34,7.09,4.94,11.68,1.74,9.11,6.01,9.01,11.21,7.53,7.87,6.49,2.92,9.99,11.28,7.95,6.6,7.61,5.84,7.18,5.43,1.89,9.01,2.81,12.21,10.43,11.09,10.28,8.43,4.12,6.47,0.0,5.22
6.4,8.07,8.56,1.34,2.31,11.67,10.48,10.35,4.79,6.77,6.73,7.27,6.09,7.84,5.69,12.43,4.18,12.48,8.34,9.76,11.96,8.28,8.63,9.86,5.98,10.75,12.03,8.7,7.35,8.36,6.6,7.93,6.18,4.94,9.76,5.87,12.97,11.18,11.84,11.03,9.18,4.87,8.69,5.22,0.0
